date,start_time,end_time,warning_type,warning_title,warning_content,source_file
20190714,2019-07-14 10:52:00,2019-07-14 23:59:59,Very Hot,Information about Very Hot Weather Warning (06:45 HKT on 14.07.2019),"The Very Hot Weather Warning is now in force.The Hong Kong Observatory is forecasting very hot weather in Hong Kong in the next few days. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 06:45 HKT on 14.07.2019",20190714-1052-WeatherWarningBulletin.xml
20190715,2019-07-15 10:53:00,2019-07-15 23:59:59,Very Hot,Information about Very Hot Weather Warning (06:45 HKT on 15.07.2019),"The Very Hot Weather Warning is now in force.The Hong Kong Observatory is forecasting very hot weather in Hong Kong in the next couple of days. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 06:45 HKT on 15.07.2019",20190715-1053-WeatherWarningBulletin.xml
20190716,2019-07-16 10:54:00,2019-07-16 23:59:59,Very Hot,Information about Very Hot Weather Warning (06:45 HKT on 16.07.2019),"The Very Hot Weather Warning is now in force.The Hong Kong Observatory is forecasting very hot weather in Hong Kong in the next couple of days. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 06:45 HKT on 16.07.2019",20190716-1054-WeatherWarningBulletin.xml
20190717,2019-07-17 10:54:00,2019-07-17 23:59:59,Very Hot,Information about Very Hot Weather Warning (06:45 HKT on 17.07.2019),"The Very Hot Weather Warning is now in force.The Hong Kong Observatory is forecasting very hot weather in Hong Kong today and tomorrow. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 06:45 HKT on 17.07.2019",20190717-1054-WeatherWarningBulletin.xml
20190718,2019-07-18 10:55:00,2019-07-18 23:59:59,Very Hot,Information about Very Hot Weather Warning (06:45 HKT on 18.07.2019),"The Very Hot Weather Warning is now in force.The Hong Kong Observatory is forecasting very hot weather in Hong Kong today. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 06:45 HKT on 18.07.2019",20190718-1055-WeatherWarningBulletin.xml
20190719,2019-07-19 10:55:00,2019-07-19 23:59:59,Very Hot,Information about Very Hot Weather Warning (10:45 HKT on 19.07.2019),"The Very Hot Weather Warning has been issued by the Hong Kong Observatory at 10:45 a.m.The Hong Kong Observatory is forecasting very hot weather in Hong Kong today. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 10:45 HKT on 19.07.2019",20190719-1055-WeatherWarningBulletin.xml
20190720,2019-07-20 10:54:00,2019-07-20 23:59:59,Thunderstorm,Information about Thunderstorm Warning (10:35 HKT on 20.07.2019),"Thunderstorm Warning was issued at 10:35 a.m. on 20 Jul 2019. It will be valid until 11:30 a.m. today. Isolated thunderstorms are expected to occur over New Territories East.Members of the public are advised to take the following precautions when thunderstorms occur:1. Stay indoors. Seek shelter in buildings if you are engaging in outdoor activities.2. Do not stand on high grounds. Keep away from highly conductive objects, trees or masts.Dispatched by Hong Kong Observatory at 10:35 HKT on 20.07.2019",20190720-1054-WeatherWarningBulletin.xml
20190720,2019-07-20 10:54:00,2019-07-20 23:59:59,Very Hot,Information about Very Hot Weather Warning (09:50 HKT on 20.07.2019),"The Very Hot Weather Warning has been issued by the Hong Kong Observatory at 9:50 a.m.The Hong Kong Observatory is forecasting very hot weather in Hong Kong today. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 09:50 HKT on 20.07.2019",20190720-1054-WeatherWarningBulletin.xml
20190721,2019-07-21 11:00:00,2019-07-21 23:59:59,Thunderstorm,Information about Thunderstorm Warning (10:45 HKT on 21.07.2019),"Thunderstorm Warning issued at 9:05 a.m. on 21 Jul 2019 has been extended until 1:00 p.m. today. Isolated thunderstorms are expected to occur over Hong Kong.Members of the public are advised to take the following precautions when thunderstorms occur:1. Stay indoors. Seek shelter in buildings if you are engaging in outdoor activities.2. Do not stand on high grounds. Keep away from highly conductive objects, trees or masts.Dispatched by Hong Kong Observatory at 10:45 HKT on 21.07.2019",20190721-1100-WeatherWarningBulletin.xml
20190722,2019-07-22 10:53:00,2019-07-22 23:59:59,Thunderstorm,Information about Thunderstorm Warning (10:35 HKT on 22.07.2019),"Thunderstorm Warning issued at 10:15 a.m. on 22 Jul 2019 will remain in force until 11:45 a.m. today. Isolated thunderstorms are expected to occur over Hong Kong.Members of the public are advised to take the following precautions when thunderstorms occur:1. Stay indoors. Seek shelter in buildings if you are engaging in outdoor activities.2. Do not stand on high grounds. Keep away from highly conductive objects, trees or masts.Dispatched by Hong Kong Observatory at 10:35 HKT on 22.07.2019",20190722-1053-WeatherWarningBulletin.xml
20190725,2019-07-25 11:08:00,2019-07-25 23:59:59,Very Hot,Information about Very Hot Weather Warning (07:00 HKT on 25.07.2019),"The Very Hot Weather Warning has been issued by the Hong Kong Observatory at 7:00 a.m.The Hong Kong Observatory is forecasting very hot weather in Hong Kong today and tomorrow. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 07:00 HKT on 25.07.2019",20190725-1108-WeatherWarningBulletin.xml
20190726,2019-07-26 11:05:00,2019-07-26 23:59:59,Very Hot,Information about Very Hot Weather Warning (06:45 HKT on 26.07.2019),"The Very Hot Weather Warning is now in force.The Hong Kong Observatory is forecasting very hot weather in Hong Kong today. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 06:45 HKT on 26.07.2019",20190726-1105-WeatherWarningBulletin.xml
20190727,2019-07-27 10:42:00,2019-07-27 23:59:59,Very Hot,Information about Very Hot Weather Warning (06:45 HKT on 27.07.2019),"The Very Hot Weather Warning is now in force.The Hong Kong Observatory is forecasting very hot weather in Hong Kong today. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 06:45 HKT on 27.07.2019",20190727-1042-WeatherWarningBulletin.xml
20190728,2019-07-28 10:44:00,2019-07-28 23:59:59,Thunderstorm,Information about Thunderstorm Warning (09:45 HKT on 28.07.2019),"Thunderstorm Warning issued at 7:15 a.m. on 28 Jul 2019 has been extended until 11:30 a.m. today. Isolated thunderstorms are expected to occur over New Territories.Members of the public are advised to take the following precautions when thunderstorms occur:1. Stay indoors. Seek shelter in buildings if you are engaging in outdoor activities.2. Do not stand on high grounds. Keep away from highly conductive objects, trees or masts.Dispatched by Hong Kong Observatory at 09:45 HKT on 28.07.2019",20190728-1044-WeatherWarningBulletin.xml
20190730,2019-07-30 10:46:00,2019-07-30 23:59:59,Thunderstorm,Information about Thunderstorm Warning (10:00 HKT on 30.07.2019),"Thunderstorm Warning issued at 5:25 a.m. on 30 Jul 2019 has been extended until noon today. A few squally thunderstorms are expected to occur over Hong Kong.Gusts exceeding 70 kilometres per hour were recorded at Cheung Chau at around 9:55 a.m.Gusts reaching 70 kilometres per hour or above may continue to affect Hong Kong.Members of the public are advised to take the following precautions when thunderstorms occur:1. Stay indoors. Seek shelter in buildings if you are engaging in outdoor activities.2. Do not stand on high grounds. Keep away from highly conductive objects, trees or masts.3. Take precautions against violent gusts. Beware of flying debris and falling objects.4. Drivers using highways and flyovers should reduce speed to be alert to violent gusts.Dispatched by Hong Kong Observatory at 10:00 HKT on 30.07.2019",20190730-1046-WeatherWarningBulletin.xml
20190731,2019-07-31 10:47:00,2019-07-31 23:59:59,Tropical Cyclone,Information about Tropical Cyclone Bulletin (10:45 HKT on 31.07.2019),"Tropical Cyclone Warning BulletinHere is the latest Tropical Cyclone Warning Bulletin issued by the Hong Kong Observatory.The Strong Wind Signal, No. 3 is in force.This means that winds with mean speeds of 41 to 62 kilometres per hour are expected.At 11 a.m., Tropical Storm Wipha was estimated to be about 380 kilometres south of Hong Kong (near 18.9 degrees north 113.7 degrees east) and is forecast to move northwest at about 15 kilometres per hour towards the vicinity of western Guangdong.Dispatched by Hong Kong Observatory at 10:45 HKT on 31.07.2019",20190731-1047-WeatherWarningBulletin.xml
20190731,2019-07-31 10:47:00,2019-07-31 23:59:59,Thunderstorm,Information about Thunderstorm Warning (09:15 HKT on 31.07.2019),"Thunderstorm Warning issued at 3:45 a.m. on 31 Jul 2019 has been extended until 11:45 a.m. today. Squally thunderstorms are expected to occur over Hong Kong.Gusts exceeding 70 kilometres per hour were recorded at Cheung Chau Beach at around 9:05 a.m.Gusts reaching 80 kilometres per hour or above may continue to affect Hong Kong.Members of the public are advised to take the following precautions when thunderstorms occur:1. Stay indoors. Seek shelter in buildings if you are engaging in outdoor activities.2. Do not stand on high grounds. Keep away from highly conductive objects, trees or masts.3. Take precautions against violent gusts. Beware of flying debris and falling objects.4. Drivers using highways and flyovers should reduce speed to be alert to violent gusts.Dispatched by Hong Kong Observatory at 09:15 HKT on 31.07.2019",20190731-1047-WeatherWarningBulletin.xml
20190801,2019-08-01 10:45:00,2019-08-01 23:59:59,Amber,Information about Amber Rainstorm Warning Signal (07:25 HKT on 01.08.2019),"Amber Rainstorm Warning Signal Special Announcement issued by the Hong Kong Observatory at 7:25 a.m.The Rainstorm Warning Signal is now Amber. This means that heavy rain has fallen or is expected to fall generally over Hong Kong, exceeding 30 millimetres in an hour, and is likely to continue. There will be flooding in some low-lying and poorly drained areas. People who are likely to be affected should take necessary precautions to reduce their exposure to risk posed by the heavy rain and flooding.Heavy rain may bring about flash floods. People should stay away from watercourses. People who are likely to be affected by flooding should take necessary precautions to avoid losses.Please listen to radio or watch television for traffic conditions and further announcements on the rainstorm.Dispatched by Hong Kong Observatory at 07:25 HKT on 01.08.2019",20190801-1045-WeatherWarningBulletin.xml
20190801,2019-08-01 10:45:00,2019-08-01 23:59:59,Tropical Cyclone,Information about Tropical Cyclone Bulletin (09:45 HKT on 01.08.2019),"Tropical Cyclone Warning BulletinHere is the latest Tropical Cyclone Warning Bulletin issued by the Hong Kong Observatory.The Strong Wind Signal, No. 3 is in force.This means that winds with mean speeds of 41 to 62 kilometres per hour are expected.At 10 a.m., Tropical Storm Wipha was estimated to be about 440 kilometres southwest of Hong Kong (near 20.0 degrees north 110.7 degrees east) and is forecast to move northwest or west-northwest at about 10 kilometres per hour across the northern part of Hainan Island and the vicinity of Leizhou Peninsula.Although Wipha gradually departs from Hong Kong, strong winds are still generally affecting the territory. There are occasional gales over offshore waters and on high ground at first. The Strong Wind Signal, No. 3 will remain in force before 2 p.m. When local winds weaken later today, the Observatory will issue the Standby Signal, No. 1 to replace the Strong Wind Signal, No. 3. The rainbands associated with Wipha will still bring occasional heavy showers and squalls to the territory. Seas are rough with swells. You are advised to stay away from the shoreline and low-lying areas, and not to engage in water sports.In the past hour, the maximum sustained winds recorded at Cheung Chau, Waglan Island and Tate's Cairn were 66, 55 and 50 kilometres per hour with maximum gusts 87, 69 and 73 kilometres per hour respectively.(Precautionary Announcements with No. 3 Signal)1. Strong winds are still blowing. You should not relax taking precautions. Beware of falling objects in winds. Do not touch electric cables that have been blown loose.2. It is not yet safe for small vessels to leave typhoon shelters.3. Listen to radio, watch TV or browse the Hong Kong Observatory's website and mobile app for the latest information on the tropical cyclone.Dispatched by Hong Kong Observatory at 09:45 HKT on 01.08.2019",20190801-1045-WeatherWarningBulletin.xml
20190801,2019-08-01 10:45:00,2019-08-01 23:59:59,Thunderstorm,Information about Thunderstorm Warning (07:45 HKT on 01.08.2019),"Thunderstorm Warning issued at 6:15 a.m. on 1 Aug 2019 has been extended until 11:30 a.m. today. A few squally thunderstorms are expected to occur over Hong Kong.Gusts exceeding 100 kilometres per hour were recorded at Tai Mo To at around 7:35 a.m.Gusts reaching 100 kilometres per hour or above may continue to affect Hong Kong.Members of the public are advised to take the following precautions when thunderstorms occur:1. Stay indoors. Seek shelter in buildings if you are engaging in outdoor activities.2. Do not stand on high grounds. Keep away from highly conductive objects, trees or masts.3. Take precautions against violent gusts. Beware of flying debris and falling objects.4. Drivers using highways and flyovers should reduce speed to be alert to violent gusts.Dispatched by Hong Kong Observatory at 07:45 HKT on 01.08.2019",20190801-1045-WeatherWarningBulletin.xml
20190806,2019-08-06 10:50:00,2019-08-06 23:59:59,Very Hot,Information about Very Hot Weather Warning (06:45 HKT on 06.08.2019),"The Very Hot Weather Warning is now in force.The Hong Kong Observatory is forecasting very hot weather with light winds in Hong Kong today. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 06:45 HKT on 06.08.2019",20190806-1050-WeatherWarningBulletin.xml
20190808,2019-08-08 10:54:00,2019-08-08 23:59:59,Very Hot,Information about Very Hot Weather Warning (06:45 HKT on 08.08.2019),"The Very Hot Weather Warning is now in force.The Hong Kong Observatory is forecasting very hot weather in Hong Kong today and tomorrow. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 06:45 HKT on 08.08.2019",20190808-1054-WeatherWarningBulletin.xml
20190809,2019-08-09 10:50:00,2019-08-09 23:59:59,Very Hot,Information about Very Hot Weather Warning (06:45 HKT on 09.08.2019),"The Very Hot Weather Warning is now in force.The Hong Kong Observatory is forecasting very hot weather in Hong Kong today. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 06:45 HKT on 09.08.2019",20190809-1050-WeatherWarningBulletin.xml
20190810,2019-08-10 10:44:00,2019-08-10 23:59:59,Very Hot,Information about Very Hot Weather Warning (06:45 HKT on 10.08.2019),"The Very Hot Weather Warning is now in force.The Hong Kong Observatory is forecasting very hot weather in Hong Kong today. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 06:45 HKT on 10.08.2019",20190810-1044-WeatherWarningBulletin.xml
20190811,2019-08-11 10:43:00,2019-08-11 23:59:59,Very Hot,Information about Very Hot Weather Warning (09:45 HKT on 11.08.2019),"The Very Hot Weather Warning has been issued by the Hong Kong Observatory at 9:45 a.m.The Hong Kong Observatory is forecasting very hot weather in Hong Kong today. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 09:45 HKT on 11.08.2019",20190811-1043-WeatherWarningBulletin.xml
20190812,2019-08-12 11:45:00,2019-08-12 23:59:59,Very Hot,Information about Very Hot Weather Warning (09:45 HKT on 12.08.2019),"The Very Hot Weather Warning has been issued by the Hong Kong Observatory at 9:45 a.m.The Hong Kong Observatory is forecasting very hot weather in Hong Kong today. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 09:45 HKT on 12.08.2019",20190812-1145-WeatherWarningBulletin.xml
20190812,2019-08-12 11:46:00,2019-08-12 23:59:59,Very Hot,Information about Very Hot Weather Warning (09:45 HKT on 12.08.2019),"The Very Hot Weather Warning has been issued by the Hong Kong Observatory at 9:45 a.m.The Hong Kong Observatory is forecasting very hot weather in Hong Kong today. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 09:45 HKT on 12.08.2019",20190812-1146-WeatherWarningBulletin.xml
20190813,2019-08-13 11:42:00,2019-08-13 23:59:59,Very Hot,Information about Very Hot Weather Warning (08:45 HKT on 13.08.2019),"The Very Hot Weather Warning has been issued by the Hong Kong Observatory at 8:45 a.m.The Hong Kong Observatory is forecasting very hot weather in Hong Kong today. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 08:45 HKT on 13.08.2019",20190813-1142-WeatherWarningBulletin.xml
20190814,2019-08-14 11:33:00,2019-08-14 23:59:59,Very Hot,Information about Very Hot Weather Warning (11:15 HKT on 14.08.2019),"The Very Hot Weather Warning has been issued by the Hong Kong Observatory at 11:15 a.m.The Hong Kong Observatory is forecasting very hot weather in Hong Kong today. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 11:15 HKT on 14.08.2019",20190814-1133-WeatherWarningBulletin.xml
20190816,2019-08-16 11:03:00,2019-08-16 23:59:59,Very Hot,Information about Very Hot Weather Warning (08:45 HKT on 16.08.2019),"The Very Hot Weather Warning has been issued by the Hong Kong Observatory at 8:45 a.m.The Hong Kong Observatory is forecasting very hot weather in Hong Kong today. The risk of heatstroke is high.When engaged in outdoor work or activities, drink plenty of water and avoid over exertion. If not feeling well, take a rest in the shade or cooler place as soon as possible.People staying indoors without air-conditioning should keep windows open as far as possible to ensure that there is adequate ventilation.Avoid prolonged exposure under sunlight. Loose clothing, suitable hats and UV-blocking sunglasses can reduce the chance of sunburn by solar ultraviolet radiation.Swimmers and those taking part in outdoor activities should use a sunscreen lotion of SPF 15 or above, and should re-apply it frequently.Beware of health and wellbeing of elderly or persons with chronic medical conditions. If you know of them, call or visit them occasionally to check if they need any assistance.Dispatched by Hong Kong Observatory at 08:45 HKT on 16.08.2019",20190816-1103-WeatherWarningBulletin.xml
20190817,2019-08-17 11:44:00,2019-08-17 23:59:59,Thunderstorm,Information about Thunderstorm Warning (11:40 HKT on 17.08.2019),"Thunderstorm Warning issued at 5:35 a.m. on 17 Aug 2019 has been extended until 2:00 p.m. today. A few squally thunderstorms are expected to occur over Hong Kong.Gusts reaching 70 kilometres per hour or above may affect Hong Kong.Members of the public are advised to take the following precautions when thunderstorms occur:1. Stay indoors. Seek shelter in buildings if you are engaging in outdoor activities.2. Do not stand on high grounds. Keep away from highly conductive objects, trees or masts.3. Take precautions against violent gusts. Beware of flying debris and falling objects.4. Drivers using highways and flyovers should reduce speed to be alert to violent gusts.Dispatched by Hong Kong Observatory at 11:40 HKT on 17.08.2019",20190817-1144-WeatherWarningBulletin.xml
20190817,2019-08-17 11:44:00,2019-08-17 23:59:59,Amber,Information about Amber Rainstorm Warning Signal (11:15 HKT on 17.08.2019),"Amber Rainstorm Warning Signal Special Announcement issued by the Hong Kong Observatory at 11:15 a.m.The Rainstorm Warning Signal is now Amber. This means that heavy rain has fallen or is expected to fall generally over Hong Kong, exceeding 30 millimetres in an hour, and is likely to continue. There will be flooding in some low-lying and poorly drained areas. People who are likely to be affected should take necessary precautions to reduce their exposure to risk posed by the heavy rain and flooding.Heavy rain may bring about flash floods. People should stay away from watercourses. People who are likely to be affected by flooding should take necessary precautions to avoid losses.Please listen to radio or watch television for traffic conditions and further announcements on the rainstorm.Dispatched by Hong Kong Observatory at 11:15 HKT on 17.08.2019",20190817-1144-WeatherWarningBulletin.xml
