date,station,start_time,end_time,action,notes
2019-10-13,荃灣綫,2019-10-13 20:26,2019-10-13 23:59,closed,20:26起荃灣綫全綫暫停；沿線車站關閉
2019-10-13,將軍澳綫,2019-10-13 20:59,2019-10-13 23:59,closed,20:59起將軍澳綫全綫暫停；沿線車站關閉
2019-10-13,馬鞍山綫,2019-10-13 21:09,2019-10-13 23:59,closed,21:09起馬鞍山綫全綫暫停；沿線車站關閉
2019-10-20,太子,2019-10-20 15:55,2019-10-20 23:59,closed,15:55起荃灣綫太子至尖沙咀關閉；觀塘綫油麻地至太子同時關閉
2019-10-20,尖沙咀,2019-10-20 15:55,2019-10-20 23:59,closed,同上時段關閉；荃灣綫不停
2019-10-20,油麻地,2019-10-20 15:55,2019-10-20 23:59,closed,同上時段關閉；荃灣綫/觀塘綫不停
2019-10-20,旺角,2019-10-20 15:55,2019-10-20 23:59,closed,同上時段關閉；荃灣綫/觀塘綫不停
2019-10-20,柯士甸,2019-10-20 15:55,2019-10-20 23:59,closed,西鐵綫柯士甸站暫時關閉
2019-10-20,尖東,2019-10-20 15:55,2019-10-20 23:59,closed,西鐵綫尖東站暫時關閉
2019-10-20,荔枝角,2019-10-20 17:10,2019-10-20 23:59,closed,17:10起荃灣綫荔枝角站關閉
2019-10-20,長沙灣,2019-10-20 17:21,2019-10-20 23:59,closed,17:21起荃灣綫長沙灣站關閉
2019-10-20,樂富,2019-10-20 18:05,2019-10-20 23:59,closed,18:05起觀塘綫樂富站關閉
2019-10-21,元朗,2019-10-21 14:00,2019-10-21 23:59,closed,14:00起西鐵綫元朗站臨時關閉；靜坐活動
2019-10-27,油麻地,2019-10-27 14:36,2019-10-27 19:38,partial_closed,14:36起除B2/C出口外其餘出口關閉；19:38全站關閉
2019-10-27,太子,2019-10-27 14:44,2019-10-27 23:59,partial_closed,14:44起多個出口關閉；僅C2/D可用；後續未明
2019-10-27,旺角,2019-10-27 19:15,2019-10-27 23:59,closed,19:15旺角站關閉；荃灣綫/觀塘綫不停
2019-10-27,油麻地,2019-10-27 19:38,2019-10-27 23:59,closed,19:38油麻地站關閉；荃灣綫/觀塘綫不停
2019-10-31,太子,2019-10-31 14:00,2019-10-31 23:59,closed,14:00起關閉太子站；荃灣綫/觀塘綫不停
2019-10-31,中環,2019-10-31 21:00,2019-10-31 23:59,closed,21:00起關閉中環站；荃灣綫/港島綫不停
2019-10-31,旺角,2019-10-31 20:00,2019-10-31 23:59,closed,晚上因聚集關閉旺角站；荃灣綫/觀塘綫不停；時間近似
2019-11-02,中環,2019-11-02 18:25,2019-11-02 22:00,closed,約18:25起中環站因多個出口遭投擲燃燒彈緊急關閉；荃灣綫/港島綫不停
2019-11-03,沙田,2019-11-03 16:00,2019-11-03 23:59,closed,約16:00示威者快閃破壞；東鐵綫不停；結束時間未明
2019-11-08,沙田,2019-11-08 20:58,2019-11-08 23:30,closed,突發關閉；東鐵綫不停
2019-11-08,荃灣,2019-11-08 21:58,2019-11-08 23:30,closed,突發關閉；荃灣綫不停
2019-11-08,馬鞍山,2019-11-08 21:58,2019-11-08 23:30,closed,突發關閉；馬鞍山綫不停
2019-11-08,銅鑼灣,2019-11-08 22:42,2019-11-08 23:30,closed,突發關閉；港島綫不停
2019-11-08,將軍澳,2019-11-08 23:09,2019-11-08 23:30,closed,突發關閉；將軍澳綫不停
2019-11-08,東涌,2019-11-08 23:09,2019-11-08 23:30,closed,突發關閉；東涌綫不停
2019-11-10,沙田,2019-11-10 15:52,2019-11-10 23:30,closed,因破壞關閉；東鐵綫不停
2019-11-10,馬鞍山,2019-11-10 17:40,2019-11-10 23:30,closed,因附近突發關閉；馬鞍山綫不停
2019-11-11,東涌,2019-11-11 07:23,2019-11-11 23:59,closed,07:23突發關閉；東涌綫不停；結束未明
2019-11-11,黃埔,2019-11-11 07:50,2019-11-11 12:50,closed,消防設施被破壞；12:50重開
2019-11-11,葵芳,2019-11-11 08:37,2019-11-11 12:00,skipped,荃灣綫中途不停葵芳站；約12:00恢復
2019-11-11,觀塘綫(觀塘-調景嶺),2019-11-11 09:03,2019-11-11 09:34,closed,觀塘站至調景嶺站暫停服務；因列車車門受阻
2019-11-11,將軍澳綫(將軍澳-鰂魚涌),2019-11-11 09:14,2019-11-11 17:30,closed,將軍澳站至鰂魚涌站暫停；後續17:30起逐步恢復但將軍澳/坑口仍關
2019-11-11,將軍澳,2019-11-11 17:30,2019-11-11 23:59,closed,站內設施受破壞；維持關閉
2019-11-11,坑口,2019-11-11 21:02,2019-11-11 23:59,closed,突發關閉；將軍澳綫不停
2019-11-11,荃灣西,2019-11-11 19:56,2019-11-11 23:59,closed,遭攻擊及縱火；西鐵綫不停
2019-11-11,調景嶺,2019-11-11 21:22,2019-11-11 23:59,closed,遭攻擊及縱火；觀塘綫/將軍澳綫不停
2019-11-11,屯門,2019-11-11 22:34,2019-11-11 23:59,closed,因破壞關閉；西鐵綫不停
2019-11-11,樂富,2019-11-11 23:46,2019-11-11 23:59,closed,站內設施受破壞；觀塘綫不停
2019-11-12,葵芳,2019-11-12 06:00,2019-11-12 23:59,closed,延續上一日破壞；荃灣綫不停；當晚續列入提早關站清單
2019-11-12,西灣河,2019-11-12 06:00,2019-11-12 23:59,closed,延續上一日破壞；港島綫不停
2019-11-12,東涌,2019-11-12 07:53,2019-11-12 08:50,closed,07:53關閉；08:50重開
2019-11-12,黃埔,2019-11-12 08:29,2019-11-12 09:10,closed,08:29關閉；09:10重開
2019-11-12,旺角,2019-11-12 09:59,2019-11-12 17:10,closed,09:59關閉；17:10重開
2019-11-12,太子,2019-11-12 10:31,2019-11-12 14:53,closed,10:31關閉；14:53重開
2019-11-12,上水,2019-11-12 17:54,2019-11-12 20:13,closed,受破壞關閉；東鐵綫不停
2019-11-12,將軍澳,2019-11-12 20:53,2019-11-12 23:59,closed,延續晚間關閉
2019-11-12,車公廟,2019-11-12 21:03,2019-11-12 23:59,closed,突發關閉；馬鞍山綫不停
2019-11-12,第一城,2019-11-12 21:31,2019-11-12 23:59,closed,突發關閉；馬鞍山綫不停
2019-11-12,九龍灣,2019-11-12 21:31,2019-11-12 23:59,closed,突發關閉；觀塘綫不停
2019-11-12,粉嶺,2019-11-12 21:48,2019-11-12 23:59,closed,突發關閉；東鐵綫不停
2019-11-12,太和,2019-11-12 21:48,2019-11-12 23:59,closed,突發關閉；東鐵綫不停
2019-11-12,大埔墟,2019-11-12 21:48,2019-11-12 23:59,closed,突發關閉；東鐵綫不停
2019-11-12,元朗,2019-11-12 22:04,2019-11-12 23:59,closed,突發關閉；西鐵綫不停
2019-11-12,東涌,2019-11-12 22:18,2019-11-12 23:59,closed,再度關閉；東涌綫不停
2019-11-12,藍田,2019-11-12 22:28,2019-11-12 23:59,closed,突發關閉；觀塘綫不停
2019-11-12,大水坑,2019-11-12 22:36,2019-11-12 23:59,closed,突發關閉；馬鞍山綫不停
2019-11-12,觀塘,2019-11-12 22:40,2019-11-12 23:59,closed,突發關閉；觀塘綫不停
2019-11-13,東鐵綫,2019-11-13 05:35,2019-11-13 17:06,closed,全線暫停；下午起分段恢復（紅磡-大圍；後擴至紅磡-兆康有關轉乘）；註記：此行為線級事件
2019-11-13,旺角,2019-11-13 08:40,2019-11-13 23:59,closed,全日關閉；荃灣綫/觀塘綫不停
2019-11-13,將軍澳,2019-11-13 09:05,2019-11-13 23:59,closed,站關閉；同時將軍澳綫不停寶琳/坑口/將軍澳
2019-11-13,坑口,2019-11-13 09:05,2019-11-13 23:59,closed,站關閉；將軍澳綫不停
2019-11-13,東涌,2019-11-13 08:49,2019-11-13 23:59,closed,站關閉；東涌綫不停
2019-11-13,荃灣,2019-11-13 20:00,2019-11-13 23:59,closed,20:00列入提早關站；荃灣綫不停
2019-11-13,葵芳,2019-11-13 20:00,2019-11-13 23:59,closed,同上
2019-11-13,油麻地,2019-11-13 20:00,2019-11-13 23:59,closed,同上
2019-11-13,黃埔,2019-11-13 20:00,2019-11-13 23:59,closed,同上
2019-11-13,黃大仙,2019-11-13 20:00,2019-11-13 23:59,closed,同上
2019-11-13,九龍灣,2019-11-13 20:00,2019-11-13 23:59,closed,同上
2019-11-13,觀塘,2019-11-13 20:00,2019-11-13 23:59,closed,同上
2019-11-13,調景嶺,2019-11-13 20:00,2019-11-13 23:59,closed,同上
2019-11-13,銅鑼灣,2019-11-13 20:00,2019-11-13 23:59,closed,同上
2019-11-13,香港大學,2019-11-13 20:00,2019-11-13 23:59,closed,同上
2019-11-13,元朗,2019-11-13 20:00,2019-11-13 23:59,closed,同上
2019-11-13,馬鞍山,2019-11-13 20:00,2019-11-13 23:59,closed,同上
2019-11-13,沙田圍,2019-11-13 20:00,2019-11-13 23:59,closed,同上
2019-11-13,恆安,2019-11-13 20:00,2019-11-13 23:59,closed,同上
2019-11-13,青衣,2019-11-13 20:00,2019-11-13 23:59,closed,同上；機場快綫亦不停
2019-11-14,旺角,2019-11-14 06:00,2019-11-14 23:59,closed,持續關閉；荃灣綫/觀塘綫不停
2019-11-14,西灣河,2019-11-14 06:00,2019-11-14 23:59,closed,持續關閉；港島綫不停
2019-11-14,將軍澳,2019-11-14 06:00,2019-11-14 23:59,closed,持續關閉；將軍澳綫不停
2019-11-14,東涌,2019-11-14 06:00,2019-11-14 23:59,closed,持續關閉；東涌綫不停
2019-11-14,屯門,2019-11-14 06:00,2019-11-14 23:59,closed,持續關閉；西鐵綫不停
2019-11-15,西灣河,2019-11-15 06:00,2019-11-15 23:59,closed,仍關；港島綫不停
2019-11-15,屯門,2019-11-15 06:00,2019-11-15 23:59,closed,仍關；西鐵綫不停
2019-11-15,旺角,2019-11-15 06:00,2019-11-15 23:59,closed,仍關；荃灣綫/觀塘綫不停
2019-11-15,東涌,2019-11-15 06:00,2019-11-15 23:59,closed,仍關；東涌綫不停
2019-11-15,將軍澳,2019-11-15 06:00,2019-11-15 23:59,closed,仍關；將軍澳綫不停
2019-11-15,大學,2019-11-15 06:00,2019-11-15 23:59,closed,東鐵綫不停大學站；站關閉
2019-11-15,上水,2019-11-15 06:00,2019-11-15 23:59,closed,上水站關閉；東鐵綫不停（當日下午起北段恢復時一度不停）
2019-11-16,大學,2019-11-16 06:00,2019-11-16 23:59,closed,持續關閉
2019-11-16,上水,2019-11-16 06:00,2019-11-16 23:59,closed,持續關閉
2019-11-16,東涌,2019-11-16 06:00,2019-11-16 23:59,closed,持續關閉
2019-11-17,油麻地,2019-11-17 17:32,2019-11-17 23:59,closed,突發關閉；荃灣綫/觀塘綫不停
2019-11-17,紅磡,2019-11-17 18:21,2019-11-17 23:59,closed,突發關閉；東鐵/西鐵不停
2019-11-17,金鐘,2019-11-17 21:20,2019-11-17 23:59,closed,突發關閉；港島綫/荃灣綫/南港島綫不停
2019-11-17,大學,2019-11-17 00:00,2019-11-17 23:59,skipped,東鐵綫全日不停大學站；慢速通過
2019-11-18,大學,2019-11-18 00:00,2019-11-18 23:59,skipped,東鐵綫全日不停大學站；慢速通過
2019-11-18,油麻地,2019-11-18 14:46,2019-11-18 23:59,closed,設施剛被破壞再關閉
2019-11-18,尖沙咀,2019-11-18 14:59,2019-11-18 23:59,closed,被擲汽油彈關閉
2019-11-19,尖沙咀,2019-11-19 06:00,2019-11-19 13:10,closed,早段關閉；13:10重開
2019-11-19,紅磡,2019-11-19 06:00,2019-11-19 23:59,closed,持續關閉（東鐵/西鐵）
2019-11-19,大學,2019-11-19 06:00,2019-11-19 23:59,closed,持續關閉（不停靠）
2019-11-19,尖東,2019-11-19 06:00,2019-11-19 13:10,closed,早段關閉；13:10重開
2019-11-19,油麻地,2019-11-19 21:00,2019-11-19 23:59,closed,21:00起關閉（提早關站名單）
2019-11-19,旺角,2019-11-19 21:00,2019-11-19 23:59,closed,同上
2019-11-19,西灣河,2019-11-19 21:00,2019-11-19 23:59,closed,同上
2019-11-19,銅鑼灣,2019-11-19 21:00,2019-11-19 23:59,closed,同上
2019-11-19,香港大學,2019-11-19 21:00,2019-11-19 23:59,closed,同上
2019-11-19,上水,2019-11-19 21:00,2019-11-19 23:59,closed,同上
2019-11-19,元朗,2019-11-19 21:00,2019-11-19 23:59,closed,同上
2019-11-19,馬鞍山,2019-11-19 21:00,2019-11-19 23:59,closed,同上
2019-11-19,沙田圍,2019-11-19 21:00,2019-11-19 23:59,closed,同上
2019-11-19,將軍澳,2019-11-19 21:00,2019-11-19 23:59,closed,同上
2019-11-19,坑口,2019-11-19 21:00,2019-11-19 23:59,closed,同上
2019-11-20,紅磡,2019-11-20 06:00,2019-11-20 23:59,closed,持續關閉
2019-11-20,大學,2019-11-20 06:00,2019-11-20 23:59,closed,持續關閉
2019-11-21,紅磡,2019-11-21 06:00,2019-11-21 23:59,closed,持續關閉
2019-11-21,大學,2019-11-21 06:00,2019-11-21 23:59,closed,持續關閉
2019-11-21,元朗,2019-11-21 14:00,2019-11-21 23:59,closed,14:00起臨時關閉；提供免費接駁巴士(元朗-朗屏)
2019-11-22,紅磡,2019-11-22 06:00,2019-11-22 23:59,closed,持續關閉
2019-11-22,大學,2019-11-22 06:00,2019-11-22 23:59,closed,持續關閉
2019-11-23,紅磡,2019-11-23 06:00,2019-11-23 22:00,closed,持續關閉
2019-11-23,大學,2019-11-23 06:00,2019-11-23 22:00,closed,持續關閉
2019-11-24,紅磡,2019-11-24 06:00,2019-11-24 23:00,closed,持續關閉
2019-11-24,大學,2019-11-24 06:00,2019-11-24 23:00,closed,持續關閉
2019-11-25,大學,2019-11-25 06:00,2019-11-25 23:00,closed,持續關閉
2019-11-26,大學,2019-11-26 06:00,2019-11-26 23:30,closed,持續關閉
2019-11-27,大學,2019-11-27 06:00,2019-11-27 23:30,closed,持續關閉
2019-11-28,大學,2019-11-28 06:00,2019-11-28 23:30,closed,持續關閉
2019-11-29,大學,2019-11-29 06:00,2019-11-29 23:30,closed,持續關閉
2019-11-30,大學,2019-11-30 06:00,2019-11-30 23:30,closed,持續關閉
2019-11-30,太子,2019-11-30 22:12,2019-11-30 23:59,partial_closed,22:12起太子站部分出口暫時關閉
2019-11-30,旺角,2019-11-30 23:30,2019-11-30 23:59,partial_closed,約23:30旺角站出口位置縱火；部分出口關閉
2019-12-01,大學,2019-12-01 00:00,2019-12-01 23:59,closed,東鐵綫大學站持續關閉；列車不停
2019-12-01,尖東,2019-12-01 17:11,2019-12-01 23:59,exit_closed,17:11起尖東站K出口關閉
2019-12-01,黃埔,2019-12-01 20:11,2019-12-01 23:30,closed,20:11起因站外突發情況關閉；觀塘綫不停；當晚提早收車
2019-12-02,大學,2019-12-02 00:00,2019-12-02 23:59,closed,東鐵綫大學站持續關閉；列車不停
2019-12-03,大學,2019-12-03 00:00,2019-12-03 23:59,closed,東鐵綫大學站持續關閉；列車不停
2019-12-04,大學,2019-12-04 00:00,2019-12-04 23:59,closed,東鐵綫大學站持續關閉；列車不停
2019-12-05,大學,2019-12-05 00:00,2019-12-05 23:59,closed,東鐵綫大學站持續關閉；列車不停
2019-12-06,大學,2019-12-06 00:00,2019-12-06 23:59,closed,東鐵綫大學站持續關閉；列車不停
2019-12-07,大學,2019-12-07 00:00,2019-12-07 23:59,closed,東鐵綫大學站持續關閉；列車不停
2019-12-08,大學,2019-12-08 00:00,2019-12-08 23:59,closed,東鐵綫大學站持續關閉；列車不停
2019-12-09,大學,2019-12-09 00:00,2019-12-09 23:59,closed,東鐵綫大學站持續關閉；列車不停
2019-12-10,大學,2019-12-10 00:00,2019-12-10 23:59,closed,東鐵綫大學站持續關閉；列車不停
2019-12-11,大學,2019-12-11 00:00,2019-12-11 23:59,closed,東鐵綫大學站持續關閉；列車不停
2019-12-12,大學,2019-12-12 00:00,2019-12-12 23:59,closed,東鐵綫大學站持續關閉；列車不停
2019-12-12,牛頭角,2019-12-12 00:50,2019-12-12 06:00,closed,凌晨遭投擲汽油彈起火即時關閉；早上重開
2019-12-13,大學,2019-12-13 00:00,2019-12-13 23:59,closed,東鐵綫大學站持續關閉；列車不停
2019-12-14,大學,2019-12-14 00:00,2019-12-14 23:59,closed,東鐵綫大學站持續關閉；列車不停
2019-12-15,大學,2019-12-15 00:00,2019-12-15 23:59,closed,東鐵綫大學站持續關閉；列車不停
2019-12-16,大學,2019-12-16 00:00,2019-12-16 23:59,closed,東鐵綫大學站持續關閉；列車不停
2019-12-17,大學,2019-12-17 00:00,2019-12-17 23:59,closed,東鐵綫大學站持續關閉；列車不停
2019-12-18,大學,2019-12-18 00:00,2019-12-18 23:59,closed,東鐵綫大學站持續關閉；列車不停
2019-12-19,大學,2019-12-19 00:00,2019-12-19 23:59,closed,東鐵綫大學站持續關閉；列車不停
2019-12-20,大學,2019-12-20 00:00,2019-12-20 23:59,closed,東鐵綫大學站持續關閉；列車不停
2019-12-21,大學,2019-12-21 00:00,2019-12-21 05:59,closed,局部重開前仍關閉；列車不停
2019-12-21,大學,2019-12-21 06:00,2019-12-21 23:59,partial_closed,局部重開（A/B/C出口及部分設施可用）；其餘設施圍封
2019-12-21,元朗,2019-12-21 13:00,2019-12-21 23:59,closed,13:00起臨時關閉；西鐵綫不停；設免費接駁巴士(元朗-朗屏)
2019-12-22,大學,2019-12-22 00:00,2019-12-22 23:59,partial_closed,大學站持續局部重開；部分設施仍圍封
2019-12-23,大學,2019-12-23 00:00,2019-12-23 23:59,partial_closed,大學站持續局部重開；部分設施仍圍封
2019-12-24,大學,2019-12-24 00:00,2019-12-24 23:59,partial_closed,大學站持續局部重開；部分設施仍圍封
2019-12-24,旺角,2019-12-24 20:00,2019-12-24 23:59,closed,平安夜晚間因突發及出入口縱火關閉；荃灣綫/觀塘綫不停
2019-12-24,尖沙咀,2019-12-24 20:00,2019-12-24 23:59,closed,平安夜晚間因突發情況關閉；荃灣綫不停
2019-12-25,大學,2019-12-25 00:00,2019-12-25 23:59,partial_closed,大學站持續局部重開；部分設施仍圍封
2019-12-26,大學,2019-12-26 00:00,2019-12-26 23:59,partial_closed,大學站持續局部重開；部分設施仍圍封
2019-12-27,大學,2019-12-27 00:00,2019-12-27 23:59,partial_closed,大學站持續局部重開；部分設施仍圍封
2019-12-28,大學,2019-12-28 00:00,2019-12-28 23:59,partial_closed,大學站持續局部重開；部分設施仍圍封
2019-12-29,大學,2019-12-29 00:00,2019-12-29 23:59,partial_closed,大學站持續局部重開；部分設施仍圍封
2019-12-30,大學,2019-12-30 00:00,2019-12-30 23:59,partial_closed,大學站持續局部重開；部分設施仍圍封
2019-12-31,大學,2019-12-31 00:00,2019-12-31 23:59,partial_closed,大學站持續局部重開；部分設施仍圍封
